Sector,Industry,Industry Name,Companies,Establishments,Employees,Revenue,Payroll,Productivity,Avg Salary,Avg. Hr Rate
3X,313310,Textile and fabric finishing mills,648,673,"19,702","4,762,959,000","795,273,000",600%,"40,365",20.18
3X,333131,Mining machinery and equipment manufacturing,230,269,"14,501","4,638,335,000","844,450,000",550%,"58,234",29.12
3X,335129,Other lighting equipment manufacturing,272,280,"12,504","4,618,112,000","738,736,000",630%,"59,080",29.54
3X,339114,Dental equipment and supplies manufacturing,556,575,"14,018","4,553,402,000","874,437,000",520%,"62,380",31.19
3X,327992,Ground or treated mineral and earth manufacturing,157,258,"8,858","4,495,667,000","559,736,000",800%,"63,190",31.6
3X,314999,All other miscellaneous textile product mills,"2,461","2,510","29,518","4,462,019,000","1,020,069,000",440%,"34,558",17.28
3X,333414,Heating equipment (except warm air furnaces) manufacturing,364,397,"14,902","4,439,701,000","787,033,000",560%,"52,814",26.41
3X,333314,Optical instrument and lens manufacturing,392,415,"15,242","4,418,474,000","1,073,282,000",410%,"70,416",35.21
3X,326130,"Laminated plastics plate, sheet (except packaging), and shape manufacturing",209,232,"12,248","4,412,136,000","734,179,000",600%,"59,943",29.97
3X,323117,Books printing,485,523,"21,371","4,400,635,000","1,032,581,000",430%,"48,317",24.16
3X,322299,All other converted paper product manufacturing,384,445,"14,220","4,367,855,000","713,147,000",610%,"50,151",25.08
3X,326191,Plastics plumbing fixture manufacturing,312,348,"17,716","4,365,878,000","771,825,000",570%,"43,567",21.78
3X,334412,Bare printed circuit board manufacturing,442,468,"22,590","4,322,601,000","1,111,034,000",390%,"49,183",24.59
3X,311811,Retail bakeries,"6,646","6,914","63,373","4,299,052,000","1,423,222,000",300%,"22,458",11.23
3X,334290,Other communications equipment manufacturing,321,331,"11,695","4,293,247,000","801,050,000",540%,"68,495",34.25
3X,321991,Manufactured home (mobile home) manufacturing,156,236,"21,182","4,271,307,000","845,405,000",510%,"39,911",19.96
3X,311351,Chocolate and confectionery manufacturing from cacao beans,189,204,"7,605","4,248,344,000","437,983,000",970%,"57,591",28.8
3X,321212,Softwood veneer and plywood manufacturing,55,86,"13,965","4,240,227,000","709,411,000",600%,"50,799",25.4
3X,333996,Fluid power pump and motor manufacturing,130,155,"10,094","4,226,279,000","723,683,000",580%,"71,694",35.85
3X,325910,Printing ink manufacturing,182,343,"10,088","4,221,294,000","636,278,000",660%,"63,073",31.54
3X,321992,Prefabricated wood building manufacturing,549,644,"17,777","4,207,937,000","765,697,000",550%,"43,072",21.54
3X,327211,Flat glass manufacturing,76,97,"10,982","4,138,497,000","582,997,000",710%,"53,087",26.54
3X,332992,Small arms ammunition manufacturing,146,152,"11,964","4,117,687,000","667,240,000",620%,"55,771",27.89
3X,332613,Spring manufacturing,313,376,"16,756","4,033,081,000","856,819,000",470%,"51,135",25.57
3X,313210,Broadwoven fabric mills,271,297,"16,149","3,990,845,000","664,548,000",600%,"41,151",20.58
3X,324199,All other petroleum and coal products manufacturing,55,73,"3,190","3,980,535,000","222,787,000",1790%,"69,839",34.92
3X,332919,Other metal valve and pipe fitting manufacturing,219,239,"12,130","3,920,116,000","709,621,000",550%,"58,501",29.25
3X,311830,Tortilla manufacturing,353,385,"18,855","3,910,502,000","724,372,000",540%,"38,418",19.21
3X,337122,Nonupholstered wood household furniture manufacturing,"2,012","2,037","26,067","3,887,208,000","908,335,000",430%,"34,846",17.42
3X,331512,Steel investment foundries,93,112,"13,944","3,798,319,000","787,828,000",480%,"56,499",28.25
3X,335210,Small electrical appliance manufacturing,131,142,"9,162","3,778,684,000","429,261,000",880%,"46,852",23.43
3X,333519,Rolling mill and other metalworking machinery manufacturing,388,408,"13,124","3,756,440,000","911,646,000",410%,"69,464",34.73
3X,334416,"Capacitor, resistor, coil, transformer, and other inductor manufacturing",339,375,"18,068","3,749,669,000","899,032,000",420%,"49,758",24.88
3X,314120,Curtain and linen mills,"1,336","1,390","22,589","3,625,984,000","710,761,000",510%,"31,465",15.73
3X,311313,Beet sugar manufacturing,13,29,"6,918","3,595,821,000","332,244,000",1080%,"48,026",24.01
3X,331513,Steel foundries (except investment),189,201,"12,055","3,570,028,000","671,258,000",530%,"55,683",27.84
3X,311212,Rice milling,59,80,"5,078","3,556,572,000","252,073,000",1410%,"49,640",24.82
3X,335991,Carbon and graphite product manufacturing,122,153,"8,944","3,519,501,000","584,373,000",600%,"65,337",32.67
3X,333921,Elevator and moving stairway manufacturing,165,175,"9,470","3,514,719,000","526,461,000",670%,"55,593",27.8
3X,327212,Other pressed and blown glass and glassware manufacturing,386,409,"12,875","3,454,982,000","695,361,000",500%,"54,009",27
3X,333991,Power-driven handtool manufacturing,125,132,"6,681","3,332,947,000","382,883,000",870%,"57,309",28.65
3X,315240,"Women's, girls', and infants' cut and sew apparel manufacturing","1,118","1,120","14,553","3,330,198,000","636,110,000",520%,"43,710",21.86
3X,332215,"Metal kitchen cookware, utensil, cutlery, and flatware (except precious) manufacturing",205,210,"6,821","3,269,063,000","386,178,000",850%,"56,616",28.31
3X,333243,"Sawmill, woodworking, and paper machinery manufacturing",337,367,"11,970","3,263,289,000","819,219,000",400%,"68,439",34.22
3X,321211,Hardwood veneer and plywood manufacturing,211,236,"12,069","3,129,223,000","508,967,000",610%,"42,171",21.09
3X,323120,Support activities for printing,"1,279","1,371","22,725","3,085,300,000","1,078,853,000",290%,"47,474",23.74
3X,333612,"Speed changer, industrial high-speed drive, and gear manufacturing",189,221,"10,295","3,084,532,000","617,379,000",500%,"59,969",29.98
3X,339940,Office supplies (except paper) manufacturing,420,447,"10,685","3,062,807,000","519,949,000",590%,"48,662",24.33
3X,314910,Textile bag and canvas mills,"1,384","1,416","19,488","3,057,146,000","776,433,000",390%,"39,842",19.92
3X,332439,Other metal container manufacturing,256,289,"9,734","3,039,310,000","485,837,000",630%,"49,911",24.96
3X,334310,Audio and video equipment manufacturing,464,476,"10,055","3,010,057,000","575,708,000",520%,"57,256",28.63
3X,334512,"Automatic environmental control manufacturing for residential, commercial, and appliance use",261,274,"11,779","2,990,131,000","847,986,000",350%,"71,991",36
3X,331524,Aluminum foundries (except die-casting),378,397,"14,102","2,974,736,000","692,445,000",430%,"49,103",24.55
3X,332993,Ammunition (except small arms) manufacturing,42,52,"12,041","2,855,739,000","989,195,000",290%,"82,152",41.08
3X,335921,Fiber optic cable manufacturing,85,90,"6,810","2,830,343,000","394,181,000",720%,"57,883",28.94
3X,339994,"Broom, brush, and mop manufacturing",167,182,"9,475","2,814,792,000","450,465,000",620%,"47,542",23.77
3X,331313,Alumina refining and primary aluminum production,21,28,"3,838","2,790,972,000","301,563,000",930%,"78,573",39.29
3X,333994,Industrial process furnace and oven manufacturing,318,343,"10,643","2,588,651,000","689,619,000",380%,"64,796",32.4
3X,331529,Other nonferrous metal foundries (except die-casting),253,261,"9,267","2,572,834,000","479,071,000",540%,"51,696",25.85
3X,337211,Wood office furniture manufacturing,307,319,"12,028","2,463,608,000","543,539,000",450%,"45,189",22.59
3X,325920,Explosives manufacturing,56,93,"7,140","2,460,111,000","481,298,000",510%,"67,409",33.7
3X,332112,Nonferrous forging,46,56,"5,987","2,386,460,000","383,298,000",620%,"64,022",32.01
3X,337920,Blind and shade manufacturing,307,329,"11,037","2,383,662,000","477,612,000",500%,"43,274",21.64
3X,313320,Fabric coating mills,154,165,"6,715","2,371,157,000","388,903,000",610%,"57,916",28.96
3X,337124,Metal household furniture manufacturing,262,274,"9,773","2,359,073,000","463,015,000",510%,"47,377",23.69
3X,332117,Powder metallurgy part manufacturing,115,135,"9,543","2,328,404,000","476,873,000",490%,"49,971",24.99
3X,327410,Lime manufacturing,38,95,"4,066","2,261,924,000","281,567,000",800%,"69,249",34.62
3X,327110,"Pottery, ceramics, and plumbing fixture manufacturing",560,580,"12,347","2,238,625,000","550,084,000",410%,"44,552",22.28
3X,335912,Primary battery manufacturing,57,71,"6,606","2,076,489,000","430,271,000",480%,"65,133",32.57
3X,315210,Cut and sew apparel contractors,"2,899","2,915","27,853","2,074,211,000","734,632,000",280%,"26,375",13.19
3X,321213,Engineered wood member (except truss) manufacturing,92,112,"4,982","2,067,452,000","251,214,000",820%,"50,424",25.21
3X,339992,Musical instrument manufacturing,587,608,"11,731","2,006,932,000","532,179,000",380%,"45,365",22.68
3X,333244,Printing machinery and equipment manufacturing,266,280,"6,777","1,866,592,000","434,796,000",430%,"64,158",32.08
3X,316210,Footwear manufacturing,203,221,"11,459","1,794,548,000","412,479,000",440%,"35,996",18
3X,335121,Residential electric lighting fixture manufacturing,258,262,"6,469","1,746,783,000","279,441,000",630%,"43,197",21.6
3X,314994,"Rope, cordage, twine, tire cord, and tire fabric mills",133,143,"6,050","1,644,707,000","286,980,000",570%,"47,435",23.72
3X,339930,"Doll, toy, and game manufacturing",497,503,"5,787","1,625,621,000","285,607,000",570%,"49,353",24.68
3X,327332,Concrete pipe manufacturing,93,221,"5,184","1,603,657,000","266,393,000",600%,"51,388",25.69
3X,333316,Photographic and photocopying equipment manufacturing,179,186,"3,846","1,544,855,000","238,579,000",650%,"62,033",31.02
3X,315220,Men's and boys' cut and sew apparel manufacturing,434,449,"15,757","1,525,774,000","443,239,000",340%,"28,130",14.07
3X,335110,Electric lamp bulb and part manufacturing,61,69,"4,401","1,519,565,000","242,249,000",630%,"55,044",27.52
3X,326212,Tire retreading,263,376,"6,494","1,512,917,000","263,417,000",570%,"40,563",20.28
3X,316110,Leather and hide tanning and finishing,169,178,"3,436","1,461,361,000","141,553,000",1030%,"41,197",20.6
3X,336419,Other guided missile and space vehicle parts and auxiliary equipment manufacturing,35,39,"4,756","1,421,669,000","371,132,000",380%,"78,034",39.02
3X,334614,"Software and other prerecorded compact disc, tape, and record reproducing",385,393,"8,273","1,420,567,000","462,403,000",310%,"55,893",27.95
3X,313240,Knit fabric mills,140,143,"6,208","1,418,470,000","260,238,000",550%,"41,920",20.96
3X,311213,Malt manufacturing,31,44,986,"1,283,715,000","66,011,000",1940%,"66,948",33.47
3X,316998,All other leather good and allied product manufacturing,664,668,"9,630","1,225,508,000","324,820,000",380%,"33,730",16.87
3X,315280,Other cut and sew apparel manufacturing,439,443,"7,381","1,065,388,000","256,020,000",420%,"34,686",17.34
3X,315990,Apparel accessories and other apparel manufacturing,568,575,"7,833","1,063,344,000","242,761,000",440%,"30,992",15.5
3X,337125,Household furniture (except wood and metal) manufacturing,153,154,"2,682","1,010,684,000","103,855,000",970%,"38,723",19.36
3X,333997,Scale and balance manufacturing,74,84,"3,106","1,008,166,000","183,137,000",550%,"58,962",29.48
3X,339993,"Fastener, button, needle, and pin manufacturing",102,109,"3,855","937,526,000","202,669,000",460%,"52,573",26.29
3X,315110,Hosiery and sock mills,119,128,"8,640","924,379,000","256,829,000",360%,"29,726",14.86
3X,322122,Newsprint mills,8,9,"1,248","880,301,000","103,890,000",850%,"83,245",41.62
3X,313220,Narrow fabric mills and schiffli machine embroidery,169,176,"5,255","877,455,000","213,672,000",410%,"40,661",20.33
3X,312113,Ice manufacturing,266,400,"5,180","749,625,000","203,423,000",370%,"39,271",19.64
3X,339995,Burial casket manufacturing,85,100,"3,006","560,344,000","126,972,000",440%,"42,240",21.12
3X,334613,Blank magnetic and optical recording media manufacturing,57,57,520,"379,349,000","35,498,000",1070%,"68,265",34.13
3X,316992,Women's handbag and purse manufacturing,91,92,"1,480","322,800,000","64,417,000",500%,"43,525",21.76
3X,315190,Other apparel knitting mills,98,98,"2,045","265,737,000","63,929,000",420%,"31,261",15.63
42,424210,Drugs and druggists' sundries merchant wholesalers,"6,996","10,277","326,418","931,670,122,000","40,018,766,000",2330%,"122,600",61.3
42,425120,Wholesale trade agents and brokers,"34,980","37,191","296,479","699,498,005,000","14,299,535,000",4890%,"48,231",24.12
42,423110,Automobile and other motor vehicle merchant wholesalers,"5,054","6,411","130,147","640,753,682,000","8,467,763,000",7570%,"65,063",32.53
42,424720,Petroleum and petroleum products merchant wholesalers (except bulk stations and terminals),"1,877","2,486","34,202","574,849,784,000","3,215,174,000",17880%,"94,005",47
42,424710,Petroleum bulk stations and terminals,"2,296","3,986","65,582","542,420,609,000","4,337,339,000",12510%,"66,136",33.07
42,423690,Other electronic parts and equipment merchant wholesalers,"9,041","12,171","265,395","384,828,154,000","31,486,779,000",1220%,"118,641",59.32
42,424490,Other grocery and related products merchant wholesalers,"11,005","15,014","315,273","306,767,768,000","16,511,757,000",1860%,"52,373",26.19
42,423430,Computer and computer peripheral equipment and software merchant wholesalers,"5,870","8,124","182,258","259,740,873,000","20,222,818,000",1280%,"110,957",55.48
42,423830,Industrial machinery and equipment merchant wholesalers,"22,773","29,871","378,450","237,366,122,000","26,125,658,000",910%,"69,033",34.52
42,423450,"Medical, dental, and hospital equipment and supplies merchant wholesalers","8,077","10,305","232,781","229,590,399,000","24,269,820,000",950%,"104,260",52.13
42,424410,General line grocery merchant wholesalers,"1,965","2,576","150,185","206,003,825,000","9,069,400,000",2270%,"60,388",30.19
42,423510,Metal service centers and other metal merchant wholesalers,"6,920","9,385","147,983","199,569,812,000","9,198,847,000",2170%,"62,162",31.08
42,424690,Other chemical and allied products merchant wholesalers,"6,161","9,852","134,205","195,953,924,000","10,306,784,000",1900%,"76,799",38.4
42,423120,Motor vehicle supplies and new parts merchant wholesalers,"8,363","13,169","215,328","192,308,809,000","10,963,391,000",1750%,"50,915",25.46
42,424510,Grain and field bean merchant wholesalers,"2,263","4,934","53,855","185,941,097,000","3,115,732,000",5970%,"57,854",28.93
42,423610,"Electrical apparatus and equipment, wiring supplies, and related equipment merchant wholesalers","8,441","14,719","217,569","162,758,406,000","16,081,711,000",1010%,"73,915",36.96
42,424420,Packaged frozen food merchant wholesalers,"2,739","3,386","89,092","150,951,413,000","4,956,426,000",3050%,"55,633",27.82
42,424910,Farm supplies merchant wholesalers,"4,969","9,244","111,116","140,538,455,000","6,927,293,000",2030%,"62,343",31.17
42,424940,Tobacco and tobacco product merchant wholesalers,"1,281","1,509","57,252","124,907,908,000","2,922,039,000",4270%,"51,038",25.52
42,423620,"Household appliances, electric housewares, and consumer electronics merchant wholesalers","2,019","2,500","50,098","117,889,232,000","3,973,963,000",2970%,"79,324",39.66
42,424130,Industrial and personal service paper merchant wholesalers,"3,694","4,545","69,372","102,627,028,000","4,486,268,000",2290%,"64,670",32.34
42,423310,"Lumber, plywood, millwork, and wood panel merchant wholesalers","4,681","7,078","128,118","97,659,317,000","7,159,817,000",1360%,"55,885",27.94
42,424820,Wine and distilled alcoholic beverage merchant wholesalers,"2,134","2,664","90,983","94,487,981,000","6,598,095,000",1430%,"72,520",36.26
42,423820,Farm and garden machinery and equipment merchant wholesalers,"4,896","7,593","105,320","92,330,484,000","5,661,388,000",1630%,"53,754",26.88
42,424480,Fresh fruit and vegetable merchant wholesalers,"4,439","4,856","112,972","91,359,535,000","5,484,685,000",1670%,"48,549",24.27
42,423810,Construction and mining (except oil well) machinery and equipment merchant wholesalers,"2,791","4,888","93,324","87,261,074,000","6,449,817,000",1350%,"69,112",34.56
42,424430,Dairy product (except dried or canned) merchant wholesalers,"1,521","2,022","43,430","79,906,538,000","2,381,821,000",3350%,"54,843",27.42
42,423930,Recyclable material merchant wholesalers,"6,645","8,106","103,490","78,230,338,000","4,730,861,000",1650%,"45,713",22.86
42,424470,Meat and meat product merchant wholesalers,"2,097","2,329","47,325","75,400,087,000","2,531,219,000",2980%,"53,486",26.74
42,423840,Industrial supplies merchant wholesalers,"5,792","9,164","106,659","74,250,958,000","6,892,973,000",1080%,"64,626",32.31
42,424810,Beer and ale merchant wholesalers,"1,423","1,875","115,206","67,697,643,000","6,090,335,000",1110%,"52,865",26.43
42,424330,"Women's, children's, and infants' clothing and accessories merchant wholesalers","7,329","7,651","93,756","66,740,295,000","5,531,018,000",1210%,"58,994",29.5
42,423710,Hardware merchant wholesalers,"5,143","6,454","91,644","65,709,966,000","5,364,833,000",1220%,"58,540",29.27
42,423220,Home furnishing merchant wholesalers,"6,014","7,302","98,819","64,352,795,000","5,733,161,000",1120%,"58,017",29.01
42,423720,Plumbing and heating equipment and supplies (hydronics) merchant wholesalers,"2,629","6,069","81,121","61,337,543,000","5,032,689,000",1220%,"62,039",31.02
42,424320,Men's and boys' clothing and furnishings merchant wholesalers,"3,300","3,561","60,063","54,357,295,000","3,601,767,000",1510%,"59,966",29.98
42,423730,Warm air heating and air-conditioning equipment and supplies merchant wholesalers,"2,235","6,220","74,874","53,180,121,000","5,055,556,000",1050%,"67,521",33.76
42,423130,Tire and tube merchant wholesalers,"1,233","2,659","44,045","51,854,452,000","2,113,916,000",2450%,"47,994",24
42,424450,Confectionery merchant wholesalers,"1,858","2,277","39,824","51,133,014,000","2,178,249,000",2350%,"54,697",27.35
42,423860,Transportation equipment and supplies (except motor vehicle) merchant wholesalers,"2,136","2,460","36,735","51,124,589,000","2,583,732,000",1980%,"70,334",35.17
42,423940,"Jewelry, watch, precious stone, and precious metal merchant wholesalers","7,317","7,561","46,952","51,011,990,000","2,545,439,000",2000%,"54,214",27.11
42,423210,Furniture merchant wholesalers,"5,267","6,013","72,924","50,707,487,000","4,472,838,000",1130%,"61,336",30.67
42,423330,"Roofing, siding, and insulation material merchant wholesalers",849,"3,342","43,921","45,670,297,000","2,817,294,000",1620%,"64,145",32.07
42,423910,Sporting and recreational goods and supplies merchant wholesalers,"4,664","5,369","62,929","44,991,219,000","3,573,513,000",1260%,"56,786",28.39
42,424990,Other miscellaneous nondurable goods merchant wholesalers,"10,772","11,337","80,627","44,558,090,000","3,758,451,000",1190%,"46,615",23.31
42,424120,Stationery and office supplies merchant wholesalers,"3,128","4,426","70,903","44,513,669,000","3,595,179,000",1240%,"50,706",25.35
42,424610,Plastics materials and basic forms and shapes merchant wholesalers,"2,206","2,955","32,750","44,006,948,000","2,316,191,000",1900%,"70,723",35.36
42,423990,Other miscellaneous durable goods merchant wholesalers,"8,501","9,234","85,963","42,427,123,000","4,588,985,000",920%,"53,383",26.69
42,423420,Office equipment merchant wholesalers,"2,269","8,829","114,257","38,074,607,000","7,173,152,000",530%,"62,781",31.39
42,424340,Footwear merchant wholesalers,"1,332","1,413","28,281","34,843,096,000","2,094,550,000",1660%,"74,062",37.03
42,423920,Toy and hobby goods and supplies merchant wholesalers,"2,008","2,149","35,346","33,947,246,000","2,527,128,000",1340%,"71,497",35.75
42,423440,Other commercial equipment merchant wholesalers,"3,504","4,055","53,720","27,973,968,000","3,042,817,000",920%,"56,642",28.32
42,423320,"Brick, stone, and related construction material merchant wholesalers","2,318","3,682","36,385","26,646,921,000","1,949,417,000",1370%,"53,577",26.79
42,423390,Other construction material merchant wholesalers,"2,631","3,623","48,150","24,519,295,000","2,655,769,000",920%,"55,156",27.58
42,423850,Service establishment equipment and supplies merchant wholesalers,"3,199","4,717","54,980","22,231,954,000","2,820,990,000",790%,"51,309",25.65
42,423520,Coal and other mineral and ore merchant wholesalers,295,339,"2,774","21,101,919,000","258,379,000",8170%,"93,143",46.57
42,423490,Other professional equipment and supplies merchant wholesalers,"2,113","2,576","35,938","20,301,853,000","2,579,387,000",790%,"71,773",35.89
42,424590,Other farm product raw material merchant wholesalers,662,739,"6,922","19,202,545,000","458,522,000",4190%,"66,241",33.12
42,424950,"Paint, varnish, and supplies merchant wholesalers","1,007","1,913","21,226","18,347,566,000","1,344,727,000",1360%,"63,353",31.68
42,424110,Printing and writing paper merchant wholesalers,583,873,"10,505","18,338,184,000","659,667,000",2780%,"62,796",31.4
42,424460,Fish and seafood merchant wholesalers,"1,885","1,983","22,384","18,130,973,000","1,025,796,000",1770%,"45,827",22.91
42,424310,"Piece goods, notions, and other dry goods merchant wholesalers","2,654","2,973","25,792","13,792,752,000","1,344,601,000",1030%,"52,132",26.07
42,424930,"Flower, nursery stock, and florists' supplies merchant wholesalers","2,708","3,486","47,982","13,336,877,000","1,878,018,000",710%,"39,140",19.57
42,424920,"Book, periodical, and newspaper merchant wholesalers","1,273","1,473","24,636","12,886,707,000","1,001,949,000",1290%,"40,670",20.34
42,423460,Ophthalmic goods merchant wholesalers,899,"1,136","23,847","11,567,284,000","1,211,581,000",950%,"50,806",25.4
42,424440,Poultry and poultry product merchant wholesalers,398,442,"9,979","11,486,637,000","451,671,000",2540%,"45,262",22.63
42,423410,Photographic equipment and supplies merchant wholesalers,547,660,"10,766","11,074,986,000","945,147,000",1170%,"87,790",43.9
42,423740,Refrigeration equipment and supplies merchant wholesalers,646,"1,230","14,248","8,043,495,000","800,007,000",1010%,"56,149",28.07
42,424520,Livestock merchant wholesalers,566,657,"4,672","7,246,029,000","135,598,000",5340%,"29,024",14.51
42,423140,Motor vehicle parts (used) merchant wholesalers,"1,555","1,743","19,983","5,415,163,000","767,936,000",710%,"38,429",19.21
42,425110,Business to business electronic markets,515,522,"1,845","3,100,709,000","108,053,000",2870%,"58,565",29.28
4A,441110,New car dealers,"17,458","21,637","1,166,388","906,487,056,000","62,676,038,000",1450%,"53,735",26.87
4A,445110,Supermarkets and other grocery (except convenience) stores,"40,981","65,141","2,715,566","623,440,017,000","63,233,506,000",990%,"23,286",11.64
4A,452311,Warehouse clubs and supercenters,9,"8,202","1,876,845","550,200,937,000","50,746,041,000",1080%,"27,038",13.52
4A,454110,Electronic shopping and mail-order houses,"40,128","41,589","571,010","515,727,645,000","26,162,068,000",1970%,"45,817",22.91
4A,447110,Gasoline stations with convenience stores,"56,926","98,788","795,132","376,226,605,000","15,763,515,000",2390%,"19,825",9.91
4A,446110,Pharmacies and drug stores,"19,259","45,358","690,021","268,659,089,000","24,871,248,000",1080%,"36,044",18.02
4A,444110,Home centers,"1,551","5,967","653,704","167,055,552,000","16,318,633,000",1020%,"24,963",12.48
4A,448140,Family clothing stores,"6,809","28,759","744,414","104,537,124,000","12,039,133,000",870%,"16,173",8.09
4A,441120,Used car dealers,"23,593","25,480","153,595","100,538,200,000","6,350,247,000",1580%,"41,344",20.67
4A,444190,Other building material dealers,"22,793","29,414","281,067","99,550,520,000","13,024,081,000",760%,"46,338",23.17
4A,447190,Other gasoline stations,"10,084","16,581","147,603","98,840,964,000","3,514,352,000",2810%,"23,809",11.9
4A,443142,Electronics stores,"13,749","23,078","270,962","74,539,284,000","8,132,628,000",920%,"30,014",15.01
4A,452319,All other general merchandise stores,"7,857","41,241","434,896","73,492,371,000","6,956,839,000",1060%,"15,997",8
4A,452210,Department stores,14,"4,334","481,601","66,633,116,000","9,835,725,000",680%,"20,423",10.21
4A,442110,Furniture stores,"13,805","23,628","210,687","60,324,993,000","7,854,833,000",770%,"37,282",18.64
4A,441310,Automotive parts and accessories stores,"16,662","37,574","358,086","57,446,612,000","9,077,892,000",630%,"25,351",12.68
4A,445310,"Beer, wine, and liquor stores","30,313","34,440","173,362","51,111,305,000","3,713,201,000",1380%,"21,419",10.71
4A,451110,Sporting goods stores,"16,221","21,415","236,032","44,521,543,000","5,290,424,000",840%,"22,414",11.21
4A,448120,Women's clothing stores,"13,386","33,184","344,880","37,909,742,000","5,429,972,000",700%,"15,745",7.87
4A,448210,Shoe stores,"5,112","24,844","248,593","36,036,475,000","4,061,145,000",890%,"16,337",8.17
4A,444220,"Nursery, garden center, and farm supply stores","10,048","13,586","134,757","34,545,050,000","3,668,823,000",940%,"27,225",13.61
4A,441320,Tire dealers,"11,160","20,376","173,793","33,444,280,000","6,691,314,000",500%,"38,502",19.25
4A,454310,Fuel dealers,"4,639","8,031","75,481","31,065,520,000","3,474,045,000",890%,"46,025",23.01
4A,448310,Jewelry stores,"15,006","21,283","117,950","29,465,625,000","4,073,799,000",720%,"34,538",17.27
4A,442299,All other home furnishings stores,"7,827","14,048","176,454","29,196,860,000","3,291,537,000",890%,"18,654",9.33
4A,441228,"Motorcycle, ATV, and all other motor vehicle dealers","6,304","6,925","72,015","28,577,479,000","2,786,709,000",1030%,"38,696",19.35
4A,445120,Convenience stores,"25,844","28,460","129,707","26,513,576,000","2,332,429,000",1140%,"17,982",8.99
4A,441210,Recreational vehicle dealers,"2,160","2,667","45,217","25,856,054,000","2,191,115,000",1180%,"48,458",24.23
4A,444130,Hardware stores,"9,864","15,048","149,075","25,567,567,000","3,781,669,000",680%,"25,368",12.68
4A,454390,Other direct selling establishments,"22,282","24,030","109,175","25,088,382,000","4,107,420,000",610%,"37,622",18.81
4A,446120,"Cosmetics, beauty supplies, and perfume stores","7,798","17,056","165,641","22,534,326,000","3,026,542,000",740%,"18,272",9.14
4A,442210,Floor covering stores,"9,292","11,172","71,047","21,784,638,000","3,047,623,000",710%,"42,896",21.45
4A,453998,All other miscellaneous store retailers (except tobacco stores),"17,511","21,465","105,106","19,381,549,000","3,015,903,000",640%,"28,694",14.35
4A,453910,Pet and pet supplies stores,"5,087","9,984","119,869","18,353,328,000","2,573,432,000",710%,"21,469",10.73
4A,451120,"Hobby, toy, and game stores","4,668","8,507","148,059","17,435,227,000","2,207,561,000",790%,"14,910",7.46
4A,443141,Household appliance stores,"5,448","7,362","60,584","16,564,899,000","2,106,497,000",790%,"34,770",17.39
4A,448190,Other clothing stores,"7,278","12,257","130,513","16,393,763,000","2,432,008,000",670%,"18,634",9.32
4A,453220,"Gift, novelty, and souvenir stores","15,440","21,687","151,193","16,301,106,000","2,645,228,000",620%,"17,496",8.75
4A,441222,Boat dealers,"3,564","4,223","34,207","15,419,545,000","1,490,205,000",1030%,"43,564",21.78
4A,453310,Used merchandise stores,"13,969","20,301","200,401","14,937,262,000","3,745,312,000",400%,"18,689",9.34
4A,453210,Office supplies and stationery stores,"2,661","5,659","71,016","11,998,448,000","1,395,454,000",860%,"19,650",9.83
4A,446199,All other health and personal care stores,"6,574","9,932","60,852","11,566,495,000","2,543,881,000",450%,"41,804",20.9
4A,444120,Paint and wallpaper stores,"1,606","7,008","37,180","11,435,106,000","1,237,099,000",920%,"33,273",16.64
4A,448150,Clothing accessories stores,"3,616","8,533","68,741","10,779,091,000","1,326,807,000",810%,"19,302",9.65
4A,446130,Optical goods stores,"4,349","12,230","79,942","10,396,643,000","2,233,657,000",470%,"27,941",13.97
4A,451211,Book stores,"2,615","6,531","85,006","9,997,196,000","1,294,582,000",770%,"15,229",7.61
4A,453920,Art dealers,"4,623","4,850","17,816","9,805,158,000","1,023,894,000",960%,"57,470",28.74
4A,453991,Tobacco stores,"8,286","10,415","40,239","9,444,707,000","771,299,000",1220%,"19,168",9.58
4A,448110,Men's clothing stores,"3,641","6,819","52,930","9,026,580,000","1,456,982,000",620%,"27,527",13.76
4A,444210,Outdoor power equipment stores,"3,643","4,031","29,073","8,797,764,000","1,042,453,000",840%,"35,856",17.93
4A,448130,Children's and infants' clothing stores,"1,938","6,867","77,201","7,527,665,000","1,058,166,000",710%,"13,707",6.85
4A,454210,Vending machine operators,"3,192","3,740","41,069","7,256,085,000","1,355,502,000",540%,"33,005",16.5
4A,446191,Food (health) supplement stores,"4,951","10,090","43,031","6,315,113,000","947,927,000",670%,"22,029",11.01
4A,445210,Meat markets,"4,628","5,106","38,274","6,141,662,000","840,017,000",730%,"21,947",10.97
4A,453930,Manufactured (mobile) home dealers,"1,312","1,998","10,615","5,490,908,000","492,728,000",1110%,"46,418",23.21
4A,453110,Florists,"12,160","12,660","58,134","4,773,010,000","1,070,537,000",450%,"18,415",9.21
4A,451140,Musical instrument and supplies stores,"2,696","3,557","28,774","4,534,986,000","735,438,000",620%,"25,559",12.78
4A,445230,Fruit and vegetable markets,"2,607","2,691","20,997","4,212,699,000","472,679,000",890%,"22,512",11.26
4A,451130,"Sewing, needlework, and piece goods stores","3,117","4,070","37,675","3,634,515,000","507,770,000",720%,"13,478",6.74
4A,445299,All other specialty food stores,"4,677","6,186","45,136","3,537,619,000","670,149,000",530%,"14,847",7.42
